解の非唯一性考慮のPerfectIncorporation_wᵁ_2,entani論文のPerfectIncorporation_wᵁ,解の非唯一性考慮のPerfectIncorporation_wᵁ_1,entani論文のPerfectIncorporation_wᴸ,entani論文のPerfectIncorporation_wᵁ_2,解の非唯一性考慮のPerfectIncorporation_wᵁ,entani論文のPerfectIncorporation_wᵁ_1,Trial,解の非唯一性考慮のPerfectIncorporation_wᴸ,解の非唯一性考慮のPerfectIncorporation_wᴸ_1,entani論文のPerfectIncorporation_wᴸ_2,解の非唯一性考慮のPerfectIncorporation_wᴸ_2,entani論文のPerfectIncorporation_wᴸ_1
"[0.29999986274999696, 0.20000006100000137, 0.20000006100000137, 0.19999995933333242, 0.20000006100000137]","[0.29999986499998865, 0.22222221972222242, 0.22222221972222245, 0.19999995999999665, 0.2222222197222224]","[0.22222223111805472, 0.22222221968055578, 0.22222221968055578, 0.16666667047916633, 0.22222221968055578]","[0.2000000600000051, 0.2000000600000051, 0.19999995999999665, 0.09999995499999623, 0.16666667041666633]","[0.29999986499998865, 0.200000060000005, 0.200000060000005, 0.19999995999999665, 0.20000006000000503]","[0.29999986274999696, 0.22222221968055578, 0.22222221968055578, 0.19999995933333242, 0.22222221968055578]","[0.22222223097222144, 0.22222221972222242, 0.22222221972222256, 0.16666667041666633, 0.2222222197222224]",893,"[0.20000006100000137, 0.20000006100000137, 0.19999995933333242, 0.099999954249999, 0.16666667047916633]","[0.22222221968055578, 0.22222221968055578, 0.22222221968055578, 0.11111110984027789, 0.16666667047916633]","[0.200000060000005, 0.200000060000005, 0.19999995999999665, 0.09999995499999623, 0.19999995999999665]","[0.20000006100000137, 0.20000006100000137, 0.19999995933333242, 0.099999954249999, 0.19999995933333242]","[0.2222222197222224, 0.22222221972222242, 0.22222221972222245, 0.11111110986111128, 0.16666667041666633]"
"[0.2222222366176474, 0.22222220422794078, 0.2222222366176474, 0.18518519718137283, 0.22222220422794078]","[0.23529407764706214, 0.23529416264705513, 0.22222223722222326, 0.2156862945098022, 0.23529407764706214]","[0.23529407925925835, 0.23529416083333438, 0.21568629370370418, 0.21568629370370418, 0.23529407925925835]","[0.21568629450980228, 0.18518519768518601, 0.07843138754901838, 0.11111111861111161, 0.18518519768518601]","[0.22222223722222326, 0.22222220347222088, 0.22222223722222326, 0.18518519768518601, 0.222222203472221]","[0.23529407925925835, 0.23529416083333438, 0.2222222366176474, 0.21568629370370418, 0.23529407925925835]","[0.23529407764706214, 0.23529416264705513, 0.21568629450980228, 0.2156862945098022, 0.23529407764706214]",894,"[0.21568629370370418, 0.18518519718137283, 0.07843138694444479, 0.1111111183088237, 0.18518519718137283]","[0.21568629370370418, 0.23529407925925835, 0.07843138694444479, 0.11764703962962918, 0.21568629370370418]","[0.222222203472221, 0.18518519768518601, 0.222222203472221, 0.11111111861111163, 0.18518519768518601]","[0.22222220422794078, 0.18518519718137283, 0.22222220422794078, 0.1111111183088237, 0.18518519718137283]","[0.21568629450980228, 0.23529407764706214, 0.07843138754901838, 0.11764703882353107, 0.2156862945098022]"
"[0.22222222222222224, 0.22222222222222227, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222]","[0.22222222222222232, 0.22222222222222265, 0.22222222222222207, 0.22222222222222274, 0.2222222222222215]","[0.22222222222222224, 0.22222222222222227, 0.22222222222222224, 0.22222222222222224, 0.2222222222222222]","[0.22222222222222113, 0.2222222222222221, 0.11111111111111144, 0.11111111111111113, 0.2222222222222215]","[0.22222222222222218, 0.2222222222222223, 0.2222222222222218, 0.22222222222222274, 0.22222222222222146]","[0.22222222222222224, 0.22222222222222227, 0.22222222222222224, 0.22222222222222224, 0.2222222222222222]","[0.22222222222222224, 0.22222222222222263, 0.22222222222222268, 0.22222222222222246, 0.22222222222222135]",895,"[0.2222222222222222, 0.22222222222222224, 0.11111111111111113, 0.11111111111111112, 0.2222222222222222]","[0.2222222222222222, 0.22222222222222224, 0.11111111111111113, 0.11111111111111112, 0.2222222222222222]","[0.22222222222222218, 0.2222222222222221, 0.11111111111111123, 0.1111111111111108, 0.22222221222222197]","[0.2222222222222222, 0.22222222222222224, 0.11111111111111113, 0.11111111111111113, 0.2222222222222222]","[0.22222222222222113, 0.2222222222222221, 0.11111111111111144, 0.11111111111111113, 0.22222222222222135]"
"[0.222222219002849, 0.22222224797720805, 0.222222219002849, 0.222222219002849, 0.222222219002849]","[0.2307692241025633, 0.23076922410256265, 0.2307692457692331, 0.22222221936508127, 0.2307692241025633]","[0.23076922433048438, 0.23076922433048438, 0.23076924525641015, 0.15384616350427344, 0.23076922433048438]","[0.22222221936508146, 0.22222221936508127, 0.11111112253967736, 0.0769230819230777, 0.1538461638461547]","[0.22222221936508535, 0.22222224507935473, 0.22222221936508343, 0.22222221936508127, 0.22222221936508152]","[0.23076922433048438, 0.23076922433048438, 0.23076924525641015, 0.222222219002849, 0.23076922433048438]","[0.2307692241025633, 0.23076922410256265, 0.2307692457692331, 0.1538461638461547, 0.2307692241025633]",896,"[0.222222219002849, 0.222222219002849, 0.11111112398860402, 0.07692308175213672, 0.15384616350427344]","[0.23076922433048438, 0.23076922433048438, 0.23076922433048438, 0.07692308175213672, 0.15384616350427344]","[0.22222221936508152, 0.22222221936508127, 0.11111112253967736, 0.11111110968254267, 0.22222221936508127]","[0.222222219002849, 0.222222219002849, 0.11111112398860402, 0.1111111095014245, 0.222222219002849]","[0.2307692241025633, 0.23076922410256265, 0.23076922410256412, 0.0769230819230777, 0.1538461638461547]"
"[0.23529407686275242, 0.23529416352940355, 0.21568629490195715, 0.21568629490195715, 0.23529407686275242]","[0.2352940776470619, 0.33333327333333174, 0.2222222422222228, 0.21568629450980237, 0.2352940776470619]","[0.23529407686275242, 0.3529410082353253, 0.23529407686275242, 0.11764703843137621, 0.23529407686275242]","[0.21568629450980242, 0.22222224222222273, 0.07843138754901845, 0.11111109111111057, 0.1111111211111114]","[0.2352940776470619, 0.23529416264705535, 0.21568629450980242, 0.21568629450980237, 0.2352940776470619]","[0.23529407686275242, 0.3529410082353253, 0.23529407686275242, 0.21568629490195715, 0.23529407686275242]","[0.22222224222222273, 0.33333327333333174, 0.2222222422222228, 0.1111111211111114, 0.22222224222222273]",897,"[0.21568629490195715, 0.23529407686275242, 0.07843138784313451, 0.11764700274510843, 0.11764703843137621]","[0.23529407686275242, 0.23529407686275242, 0.17647050411766266, 0.11764700274510843, 0.11764703843137621]","[0.21568629450980242, 0.2352940776470619, 0.07843138754901845, 0.11764703882353095, 0.21568629450980237]","[0.21568629490195715, 0.23529407686275242, 0.07843138784313451, 0.11764703843137621, 0.21568629490195715]","[0.22222224222222273, 0.22222224222222273, 0.16666663666666592, 0.11111109111111057, 0.1111111211111114]"
"[0.26666670633333384, 0.3, 0.2, 0.2, 0.2]","[0.2999999849999984, 0.22222220888888855, 0.19999999999999976, 0.19999999999999976, 0.20000000000000026]","[0.2999999851249984, 0.20000001983333532, 0.2, 0.19999999999999998, 0.19999999999999998]","[0.19999999999999976, 0.13333334333333388, 0.19999999999999976, 0.09999999499999947, 0.11111110444444428]","[0.26666668666666776, 0.22222220888888855, 0.19999999999999976, 0.19999999999999976, 0.20000000000000026]","[0.2999999851249984, 0.3, 0.2, 0.2, 0.19999999999999998]","[0.2999999849999984, 0.20000002000000214, 0.19999999999999976, 0.19999999999999976, 0.20000000000000026]",898,"[0.2, 0.13333335316666692, 0.2, 0.09999999504166615, 0.15]","[0.2, 0.19999999999999998, 0.19999999999999998, 0.09999999504166615, 0.19999999999999998]","[0.19999999999999976, 0.13333334333333388, 0.19999999999999976, 0.11111110444444428, 0.11111110444444428]","[0.2, 0.13333335316666692, 0.2, 0.15, 0.15]","[0.20000000000000026, 0.20000000000000026, 0.19999999999999976, 0.09999999499999947, 0.19999999999999976]"
"[0.2222222455555536, 0.22222221555555607, 0.22222221555555607, 0.22222221555555607, 0.22222221555555607]","[0.22222221936507935, 0.299999865000005, 0.2222222193650795, 0.22222221936507952, 0.22222221936507952]","[0.200000059999993, 0.2999998650000157, 0.200000059999993, 0.19999996000000464, 0.200000059999993]","[0.19999996000000145, 0.20000005999999776, 0.11111110968253968, 0.09999995500000167, 0.19999996000000145]","[0.22222221936507935, 0.2222222322222219, 0.2222222193650795, 0.22222221936507952, 0.22222221936507952]","[0.2222222455555536, 0.2999998650000157, 0.22222221555555607, 0.22222221555555607, 0.22222221555555607]","[0.20000005999999776, 0.299999865000005, 0.20000005999999776, 0.19999996000000145, 0.20000005999999776]",899,"[0.19999996000000464, 0.200000059999993, 0.1111111227777768, 0.09999995500000523, 0.19999996000000464]","[0.19999996000000464, 0.200000059999993, 0.200000059999993, 0.09999995500000523, 0.19999996000000464]","[0.22222221936507935, 0.22222221936507952, 0.11111110968253968, 0.11111110968253975, 0.22222221936507952]","[0.22222221555555607, 0.22222221555555607, 0.1111111227777768, 0.11111110777777804, 0.22222221555555607]","[0.19999996000000145, 0.20000005999999776, 0.20000005999999776, 0.09999995500000167, 0.19999996000000145]"
"[0.2000000196862741, 0.29999998031372593, 0.2000000196862741, 0.2000000196862741, 0.2000000196862741]","[0.2352941105882347, 0.2666666466666667, 0.23529411058823463, 0.21568625803921415, 0.2352941105882347]","[0.2352941176470588, 0.23529411764705888, 0.23529411764705888, 0.22549016654902007, 0.2352941176470588]","[0.20000001, 0.20000001000000006, 0.0784313801960791, 0.05882352764705866, 0.20000001]","[0.20000001000000006, 0.2666666466666666, 0.20000001, 0.20000001, 0.20000001000000006]","[0.2352941176470588, 0.29999998031372593, 0.23529411764705888, 0.22549016654902007, 0.2352941176470588]","[0.2352941105882347, 0.23529414058823733, 0.23529411058823463, 0.21568625803921415, 0.2352941105882347]",900,"[0.2000000196862741, 0.2000000196862741, 0.07843137254901963, 0.05882352941176472, 0.2000000196862741]","[0.2352941176470588, 0.2352941176470588, 0.07843137254901963, 0.05882352941176472, 0.22549016654902007]","[0.20000001, 0.20000001000000006, 0.1333333233333333, 0.13333332333333334, 0.20000001]","[0.2000000196862741, 0.2000000196862741, 0.14999999015686297, 0.14999999015686297, 0.2000000196862741]","[0.2352941105882347, 0.2352941105882347, 0.0784313801960791, 0.05882352764705866, 0.21568625803921415]"
"[0.22222222222222224, 0.22222222222222224, 0.22222222222222224, 0.16666667162037044, 0.22222222222222224]","[0.2222222222222222, 0.2222222222222222, 0.22222222222222232, 0.18518517518518574, 0.2222222222222222]","[0.22222222222222224, 0.22222222222222224, 0.22222222222222224, 0.1851851901388892, 0.22222222222222224]","[0.2222222222222222, 0.2222222222222222, 0.18518517518518574, 0.1111111111111111, 0.16666667166666627]","[0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.16666667166666627, 0.2222222222222222]","[0.22222222222222224, 0.22222222222222224, 0.22222222222222224, 0.1851851901388892, 0.22222222222222224]","[0.2222222222222222, 0.2222222222222222, 0.22222222222222232, 0.18518517518518574, 0.2222222222222222]",901,"[0.22222222222222224, 0.22222222222222224, 0.1851851901388892, 0.11111111111111112, 0.16666667162037044]","[0.22222222222222224, 0.22222222222222224, 0.1851851901388892, 0.11111111111111112, 0.1851851752777772]","[0.2222222222222222, 0.2222222222222222, 0.22222221222222305, 0.1111111111111111, 0.16666667166666627]","[0.22222222222222224, 0.22222222222222224, 0.22222221231481473, 0.11111111111111112, 0.16666667162037044]","[0.2222222222222222, 0.2222222222222222, 0.18518517518518574, 0.1111111111111111, 0.18518517518518574]"
"[0.20000001492307753, 0.19999999626923062, 0.26666664925640954, 0.19999999626923062, 0.20000001492307753]","[0.23076922410256379, 0.23076924576923152, 0.26666665333333345, 0.19999999833333332, 0.23076922410256379]","[0.23076922413675222, 0.2307692456923075, 0.23076922413675222, 0.15384616379487168, 0.23076922413675222]","[0.19999999833333332, 0.19999999833333332, 0.20000000666666665, 0.07692308192307717, 0.15384616384615435]","[0.20000000666666665, 0.20000000666666665, 0.26666665333333345, 0.19999999833333332, 0.20000000666666665]","[0.23076922413675222, 0.2307692456923075, 0.26666664925640954, 0.19999999626923062, 0.23076922413675222]","[0.23076922410256379, 0.23076924576923152, 0.23076922410256373, 0.15384616384615435, 0.23076922410256379]",902,"[0.19999999626923062, 0.19999999626923062, 0.20000001492307753, 0.07692308189743584, 0.15384616379487168]","[0.23076922413675222, 0.23076922413675222, 0.23076922413675222, 0.07692308189743584, 0.15384616379487168]","[0.19999999833333332, 0.19999999833333332, 0.20000000666666665, 0.13333332666666672, 0.19999999833333332]","[0.19999999626923062, 0.19999999626923062, 0.20000001492307753, 0.13333332462820477, 0.19999999626923062]","[0.23076922410256379, 0.23076922410256379, 0.23076922410256373, 0.07692308192307717, 0.15384616384615435]"
"[0.22222222222222224, 0.22222222222222224, 0.22222222222222224, 0.22222222222222224, 0.22222222222222224]","[0.2222222212466123, 0.22222222124661267, 0.22222221905149045, 0.2222222190514904, 0.22222222344173448]","[0.22222222222222224, 0.22222222222222224, 0.22222222222222218, 0.2222222222222222, 0.22222222222222224]","[0.2222222212466123, 0.2222222190514906, 0.11111111062330647, 0.11111111062330611, 0.22222222344173434]","[0.2222222311246608, 0.22222222124661314, 0.22222221905149023, 0.2222222190514905, 0.22222221905149067]","[0.22222222222222224, 0.22222222222222224, 0.22222222222222218, 0.2222222222222222, 0.22222222222222224]","[0.2222222212466122, 0.2222222212466127, 0.2222222234417346, 0.22222222344173428, 0.2222222234417344]",903,"[0.22222222222222224, 0.2222222222222222, 0.11111111111111112, 0.11111111111111109, 0.2222222222222222]","[0.22222222222222224, 0.2222222222222222, 0.11111111111111112, 0.11111111111111109, 0.2222222222222222]","[0.22222221905149073, 0.2222222190514906, 0.11111111062330699, 0.11111110952574446, 0.22222221905149045]","[0.22222222222222224, 0.2222222222222222, 0.11111111111111112, 0.11111111111111109, 0.2222222222222222]","[0.2222222212466122, 0.2222222190514906, 0.11111111062330647, 0.11111111062330611, 0.22222222344173434]"
"[0.20000006173683135, 0.20000006173683135, 0.2999998610921294, 0.19999995884211244, 0.20000006173683135]","[0.2499999799999998, 0.24999997999999973, 0.299999865000004, 0.1999999600000012, 0.2499999799999998]","[0.2631578330000109, 0.2631578330000109, 0.15789477799999277, 0.15789477799999277, 0.2631578330000109]","[0.19999996000000117, 0.20000005999999812, 0.12499998999999987, 0.08333335333333339, 0.16666670666666683]","[0.20000005999999834, 0.20000005999999818, 0.299999865000004, 0.19999996000000117, 0.20000005999999826]","[0.2631578330000109, 0.2631578330000109, 0.2999998610921294, 0.19999995884211244, 0.2631578330000109]","[0.2499999799999998, 0.24999997999999973, 0.16666670666666705, 0.16666670666666683, 0.2499999799999998]",904,"[0.19999995884211244, 0.20000006173683135, 0.13157891650000544, 0.07894738899999638, 0.15789477799999277]","[0.2631578330000109, 0.2631578330000109, 0.13157891650000544, 0.07894738899999638, 0.15789477799999277]","[0.19999996000000117, 0.20000005999999818, 0.20000005999999826, 0.09999995500000132, 0.19999996000000117]","[0.19999995884211244, 0.20000006173683135, 0.20000006173683135, 0.09999995369737648, 0.19999995884211244]","[0.2499999799999998, 0.24999997999999973, 0.12499998999999987, 0.0833333533333336, 0.16666670666666683]"
"[0.2142857392857133, 0.2857142257142881, 0.2142857392857133, 0.2142857042857146, 0.2142857392857133]","[0.22222221422222133, 0.3199999399999961, 0.22222221422222133, 0.22222219622221928, 0.22222221422222133]","[0.22222221722222232, 0.22222223972222194, 0.22222221722222232, 0.2222222059722225, 0.22222221722222232]","[0.20000002500000164, 0.2000000250000016, 0.11111112511111271, 0.07999998499999902, 0.20000002500000172]","[0.20000002500000172, 0.3199999399999961, 0.20000002500000164, 0.20000002500000172, 0.2000000250000016]","[0.22222221722222232, 0.2857142257142881, 0.22222221722222232, 0.2222222059722225, 0.22222221722222232]","[0.22222221422222133, 0.22222225022222541, 0.22222221422222133, 0.22222219622221928, 0.22222221422222133]",905,"[0.2142857392857133, 0.2142857392857133, 0.11111111986111097, 0.07142855642857203, 0.2142857042857146]","[0.22222221722222232, 0.22222221722222232, 0.11111111986111097, 0.11111110861111116, 0.2222222059722225]","[0.20000002500000164, 0.2000000250000016, 0.15999996999999816, 0.07999998499999902, 0.2000000250000016]","[0.2142857392857133, 0.2142857392857133, 0.14285711285714406, 0.07142855642857203, 0.2142857042857146]","[0.22222221422222133, 0.22222221422222133, 0.11111112511111271, 0.11111110711111066, 0.22222219622221928]"
"[0.2000000066324786, 0.2666666534017094, 0.2000000066324786, 0.19999999834188034, 0.2000000066324786]","[0.2307692241025639, 0.2666666533333329, 0.2307692457692313, 0.1999999983333333, 0.2307692241025639]","[0.23076922413675222, 0.23076922413675222, 0.23076924569230753, 0.1538461637948717, 0.23076922413675222]","[0.1999999983333333, 0.20000000666666684, 0.1999999983333333, 0.0769230819230771, 0.1538461638461542]","[0.20000000666666687, 0.2666666533333329, 0.20000000666666687, 0.1999999983333333, 0.20000000666666687]","[0.23076922413675222, 0.2666666534017094, 0.23076924569230753, 0.19999999834188034, 0.23076922413675222]","[0.2307692241025639, 0.23076922410256395, 0.2307692457692313, 0.1538461638461542, 0.2307692241025639]",906,"[0.19999999834188034, 0.2000000066324786, 0.19999999834188034, 0.07692308189743585, 0.1538461637948717]","[0.23076922413675222, 0.23076922413675222, 0.23076922413675222, 0.07692308189743585, 0.1538461637948717]","[0.1999999983333333, 0.20000000666666687, 0.1999999983333333, 0.13333332666666645, 0.1999999983333333]","[0.19999999834188034, 0.2000000066324786, 0.19999999834188034, 0.1333333267008547, 0.19999999834188034]","[0.2307692241025639, 0.2307692241025639, 0.2307692241025639, 0.0769230819230771, 0.1538461638461542]"
