entani論文のCommonGround_wᴸ,解の非唯一性考慮のCommonGround_wᵁ_2,entani論文のCommonGround_wᴸ_2,Trial,解の非唯一性考慮のCommonGround_wᵁ,解の非唯一性考慮のCommonGround_wᴸ_2,解の非唯一性考慮のCommonGround_wᴸ_1,entani論文のCommonGround_wᵁ,entani論文のCommonGround_wᴸ_1,entani論文のCommonGround_wᵁ_1,解の非唯一性考慮のCommonGround_wᵁ_1,解の非唯一性考慮のCommonGround_wᴸ,entani論文のCommonGround_wᵁ_2
"[0.22222221422222216, 0.22222221422222216, 0.22222221422222216, 0.11111110711111108, 0.22222221422222216]","[0.22222224888888917, 0.22222221888888885, 0.22222221888888885, 0.22222221888888885, 0.2222222188888888]","[0.22222221422222216, 0.22222221422222216, 0.11111112511111126, 0.11111110711111108, 0.22222221422222216]",854,"[0.22222224888888917, 0.22222221888888885, 0.22222221888888885, 0.22222221888888885, 0.2222222188888888]","[0.22222221888888885, 0.2222222188888888, 0.11111112444444458, 0.11111110944444443, 0.2222222188888888]","[0.2222222188888888, 0.11111112444444458, 0.22222221888888885, 0.11111110944444443, 0.2222222188888888]","[0.22222225022222247, 0.22222221422222216, 0.22222221422222216, 0.11111114311111103, 0.22222221422222216]","[0.22222221422222216, 0.11111112511111124, 0.22222221422222216, 0.11111110711111108, 0.22222221422222216]","[0.22222225022222247, 0.22222221422222216, 0.22222221422222216, 0.22222221422222216, 0.22222221422222216]","[0.22222224888888917, 0.22222221888888885, 0.22222221888888885, 0.22222221888888885, 0.2222222188888888]","[0.22222221888888885, 0.2222222188888888, 0.22222221888888885, 0.22222218888888862, 0.2222222188888888]","[0.22222225022222253, 0.22222221422222216, 0.22222221422222216, 0.22222221422222216, 0.22222221422222216]"
E,r,E,855,r,E,E,r,E,r,r,E,r
"[0.22222222222222224, 0.22222222222222224, 0.22222220722222127, 0.11111111111111113, 0.2222221922222186]","[0.22222222222222224, 0.22222222222222224, 0.22222222222222224, 0.18518519018518523, 0.22222222222222224]","[0.22222222222222224, 0.1851851901851855, 0.22222220722222127, 0.11111111111111112, 0.1851851901851855]",856,"[0.22222222222222224, 0.22222222222222224, 0.22222222222222224, 0.18518519018518523, 0.22222222222222224]","[0.22222222222222224, 0.18518519018518523, 0.22222220722222216, 0.11111111111111112, 0.18518519018518523]","[0.22222222222222224, 0.22222222222222224, 0.11111111861111107, 0.11111111111111112, 0.22222219972222235]","[0.22222222222222224, 0.22222222222222224, 0.22222222222222224, 0.11111115611111569, 0.22222222222222224]","[0.22222222222222224, 0.22222222222222224, 0.11111112111111233, 0.11111111111111112, 0.2222221922222186]","[0.22222222222222224, 0.22222224222222467, 0.22222222222222224, 0.2222221922222186, 0.22222222222222224]","[0.22222222222222224, 0.22222223722222215, 0.22222222222222224, 0.22222219972222235, 0.22222222222222224]","[0.22222222222222224, 0.22222222222222224, 0.22222220722222216, 0.18518515268518546, 0.22222219972222235]","[0.22222222222222224, 0.22222222222222224, 0.22222222222222224, 0.1851851901851855, 0.22222222222222224]"
E,r,E,857,r,E,E,r,E,r,r,E,r
E,r,E,858,r,E,E,r,E,r,r,E,r
E,r,E,859,r,E,E,r,E,r,r,E,r
E,r,E,860,r,E,E,r,E,r,r,E,r
"[0.20000001600000092, 0.20000001600000092, 0.149999981999999, 0.13333330733333207, 0.20000001600000092]",r,"[0.20000001600000092, 0.1333333173333324, 0.1333333173333324, 0.13333330733333207, 0.20000001600000092]",861,r,E,E,"[0.20000001600000092, 0.2666666346666648, 0.20000001600000092, 0.20000001600000092, 0.20000001600000092]","[0.20000001600000092, 0.20000001600000092, 0.149999981999999, 0.09999998799999933, 0.20000001600000092]","[0.20000001600000092, 0.299999963999998, 0.20000001600000092, 0.20000001600000092, 0.20000001600000092]",r,E,"[0.2666666346666648, 0.2666666346666648, 0.20000001600000092, 0.20000001600000092, 0.20000001600000092]"
E,r,E,862,r,E,E,r,E,r,r,E,r
"[0.22222221972222228, 0.22222221222222205, 0.11111111611111113, 0.11111110986111114, 0.22222221222222205]","[0.22222222028192368, 0.2222222699834157, 0.22222222901326708, 0.22222222028192368, 0.2222222041625211]","[0.22222221972222228, 0.22222221222222205, 0.11111111611111113, 0.11111110986111114, 0.22222221222222205]",863,"[0.22222222028192368, 0.2222222699834157, 0.22222222901326708, 0.22222222028192368, 0.2222222041625211]","[0.22222222028192368, 0.22222222028192368, 0.11111113499170786, 0.11111111014096184, 0.2222222041625211]","[0.2222222041625211, 0.22222222028192368, 0.11111113499170786, 0.0833333263930349, 0.2222222041625211]","[0.22222221972222228, 0.22222223222222226, 0.222222218472222, 0.22222221222222205, 0.22222221972222228]","[0.22222221972222228, 0.22222221222222205, 0.11111111611111113, 0.0833333320833333, 0.22222221222222205]","[0.22222221972222228, 0.22222223222222226, 0.24999999624999988, 0.22222221222222205, 0.22222221972222228]","[0.22222222028192368, 0.2222222699834157, 0.24999997917910466, 0.22222222028192368, 0.2222222041625211]","[0.22222222028192368, 0.22222222028192368, 0.11111113499170786, 0.11111111014096184, 0.2222222041625211]","[0.22222221972222228, 0.22222223222222226, 0.222222218472222, 0.22222221222222205, 0.22222221972222228]"
E,"[0.23809525476190416, 0.23809523142857164, 0.23809523142857164, 0.2023809607142854, 0.23809523142857164]",E,864,"[0.23809525476190416, 0.23809523142857164, 0.20238099718253785, 0.2023809607142854, 0.23809523142857164]","[0.23809523142857164, 0.23809523142857164, 0.11904761571428582, 0.04761905095238084, 0.2023809607142854]","[0.23809523142857164, 0.11904762738095208, 0.07936507714285722, 0.11904761571428582, 0.2380952182936518]",r,E,r,"[0.23809525476190416, 0.23809523142857164, 0.23809523142857164, 0.2380952182936518, 0.23809523142857164]","[0.23809523142857164, 0.23809523142857164, 0.11904761571428582, 0.11904761571428582, 0.2380952182936518]",r
E,r,E,865,r,E,E,r,E,r,r,E,r
"[0.22222221999999997, 0.22222221111111107, 0.1111111133333334, 0.11111110999999999, 0.22222221999999997]","[0.22222221888888888, 0.22222224888888917, 0.22222221888888888, 0.22222221888888888, 0.22222221888888888]","[0.22222221999999997, 0.22222221111111107, 0.1111111133333334, 0.11111110999999999, 0.22222221999999997]",866,"[0.22222221888888888, 0.22222224888888917, 0.22222221888888888, 0.22222221888888888, 0.22222221888888888]","[0.22222221888888888, 0.22222221888888888, 0.11111112444444458, 0.11111110944444444, 0.22222221888888888]","[0.22222221888888888, 0.11111111444444446, 0.138888875555555, 0.138888875555555, 0.22222221888888888]","[0.22222222, 0.2222222266666668, 0.22222221999999997, 0.22222223000000008, 0.22222221999999997]","[0.22222221999999997, 0.11111111, 0.1111111133333334, 0.11111110999999999, 0.22222221999999997]","[0.22222222, 0.2222222266666668, 0.22222221999999997, 0.22222223000000008, 0.22222221999999997]","[0.22222222888888893, 0.27777775111111, 0.22222221888888888, 0.22222221888888888, 0.22222221888888888]","[0.22222221888888888, 0.22222221888888888, 0.138888875555555, 0.138888875555555, 0.22222221888888888]","[0.22222222, 0.2222222266666668, 0.22222221999999997, 0.22222222, 0.22222221999999997]"
"[0.2222222222222222, 0.2222222222222222, 0.22222220722222136, 0.11111111111111116, 0.22222219222221862]","[0.22222222222222224, 0.22222222222222224, 0.22222222222222224, 0.18518519018518503, 0.22222222222222224]","[0.18518519018518545, 0.2222222222222222, 0.22222220722222136, 0.1111111111111111, 0.18518519018518545]",867,"[0.22222222222222224, 0.22222222222222224, 0.22222222222222224, 0.18518519018518503, 0.22222222222222224]","[0.18518519018518503, 0.22222222222222224, 0.22222220722222258, 0.11111111111111112, 0.18518519018518503]","[0.22222222222222224, 0.22222222222222224, 0.11111111861111109, 0.11111111111111112, 0.2222221997222224]","[0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.1111111561111156, 0.2222222222222222]","[0.2222222222222222, 0.2222222222222222, 0.11111112111111232, 0.1111111111111111, 0.22222219222221862]","[0.2222222222222222, 0.22222224222222464, 0.2222222222222222, 0.22222219222221862, 0.2222222222222222]","[0.22222222222222224, 0.22222223722222217, 0.22222222222222224, 0.2222221997222224, 0.22222222222222224]","[0.22222222222222224, 0.22222222222222224, 0.22222220722222258, 0.18518515268518557, 0.2222221997222224]","[0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.18518519018518545, 0.2222222222222222]"
"[0.22222222547803588, 0.22222222129198976, 0.22222221082687443, 0.11111111273901794, 0.22222219059431175]","[0.22222222432748545, 0.2222222361695906, 0.22222222432748545, 0.2222221970906433, 0.22222222432748545]","[0.22222222547803588, 0.22222222547803588, 0.11111111948320546, 0.11111111273901794, 0.22222219059431175]",868,"[0.22222222432748545, 0.22222222432748545, 0.22222222432748545, 0.16666666824561407, 0.22222222432748545]","[0.22222222432748545, 0.22222222432748545, 0.1111111180847953, 0.11111111216374273, 0.2222221970906433]","[0.22222222432748545, 0.22222222432748545, 0.22222221485380095, 0.11111111216374273, 0.16666666824561407]","[0.22222222547803588, 0.22222222129198976, 0.22222222547803588, 0.1111111476227421, 0.22222222547803588]","[0.22222222129198974, 0.22222222129198974, 0.22222221082687443, 0.11111111064599488, 0.16666666806201536]","[0.22222222129198974, 0.22222222129198976, 0.22222222129198974, 0.16666666806201536, 0.22222222547803588]","[0.22222222432748545, 0.22222222432748545, 0.22222222432748545, 0.16666666824561407, 0.22222222432748545]","[0.22222222432748545, 0.22222222432748545, 0.22222221485380095, 0.1666666315350874, 0.2222221970906433]","[0.22222222547803588, 0.2222222389664109, 0.22222222547803588, 0.22222219059431175, 0.22222222547803588]"
E,r,E,869,r,E,E,r,E,r,r,E,r
"[0.2222222169590643, 0.2222222169590643, 0.22222220616958963, 0.11111111321637424, 0.2222222169590643]","[0.22222221757105956, 0.250000010465116, 0.22222222594315222, 0.22222221757105956, 0.22222221757105956]","[0.2222222169590643, 0.2222222169590643, 0.08333333728070179, 0.11111111321637426, 0.2222222169590643]",870,"[0.22222221757105956, 0.22222222594315222, 0.22222222594315222, 0.18518519204565018, 0.22222221757105956]","[0.22222221757105956, 0.22222221757105956, 0.08333333682170534, 0.11111111297157611, 0.22222221757105956]","[0.18518519204565018, 0.22222221757105956, 0.2222222062919898, 0.11111111297157611, 0.18518519204565018]","[0.2222222169590643, 0.22222222643274847, 0.22222222643274853, 0.11111114295321745, 0.2222222169590643]","[0.1851851922904487, 0.2222222169590643, 0.22222220616958963, 0.11111111321637424, 0.1851851922904487]","[0.2222222169590643, 0.22222222643274847, 0.22222222643274847, 0.1851851922904487, 0.2222222169590643]","[0.22222221757105956, 0.22222222594315222, 0.22222222594315222, 0.18518519204565018, 0.22222221757105956]","[0.22222221757105956, 0.22222221757105956, 0.2222222062919898, 0.18518516402239502, 0.22222221757105956]","[0.2222222169590643, 0.25000001184210535, 0.22222222643274853, 0.2222222169590643, 0.2222222169590643]"
"[0.20000000000000004, 0.2, 0.19999996857143007, 0.2, 0.2]","[0.2000000126750002, 0.3000000190125003, 0.2, 0.19999999999999998, 0.2]","[0.20000000000000004, 0.2, 0.14999999571428557, 0.09999999714285705, 0.2]",871,"[0.2000000126750002, 0.20000002000000006, 0.19999999999999998, 0.19999999999999998, 0.2]","[0.2, 0.2, 0.15000000950625014, 0.1000000063375001, 0.19999999999999998]","[0.2, 0.19999999999999998, 0.09999999499999995, 0.19999999999999998, 0.19999999999999998]","[0.20000001142857202, 0.2000000199999979, 0.20000000000000004, 0.20000000000000004, 0.2]","[0.2, 0.2, 0.09999999500000056, 0.2, 0.2]","[0.2999999850000017, 0.2000000199999979, 0.2, 0.2, 0.2]","[0.29999998499999986, 0.20000002000000006, 0.19999999999999998, 0.2, 0.2]","[0.2, 0.2, 0.1999999673249997, 0.19999999999999998, 0.19999999999999998]","[0.20000001142857202, 0.29999999142857114, 0.20000000000000004, 0.20000000000000004, 0.2]"
E,r,E,872,r,E,E,r,E,r,r,E,r
E,r,E,873,r,E,E,r,E,r,r,E,r
E,r,E,874,r,E,E,r,E,r,r,E,r
E,r,E,875,r,E,E,r,E,r,r,E,r
E,r,E,876,r,E,E,r,E,r,r,E,r
E,r,E,877,r,E,E,r,E,r,r,E,r
"[0.2222222222222222, 0.22222222222222224, 0.22222221222222316, 0.11111111111111112, 0.22222221222222246]","[0.22222222222222227, 0.22222222222222227, 0.22222222222222227, 0.22222222222222227, 0.22222222222222227]","[0.2222222222222222, 0.22222222222222224, 0.11111111111111112, 0.11111111111111112, 0.22222221222222246]",878,"[0.22222222222222227, 0.22222222222222227, 0.22222222222222227, 0.16666667166666668, 0.22222222222222227]","[0.22222222222222227, 0.22222222222222227, 0.11111111111111113, 0.11111111111111113, 0.22222221322222224]","[0.22222222222222227, 0.22222222222222227, 0.2222222122222222, 0.11111111111111113, 0.16666667166666668]","[0.2222222222222222, 0.22222222222222224, 0.22222222222222224, 0.11111113111110993, 0.22222222222222224]","[0.2222222222222222, 0.22222222222222224, 0.22222221222222316, 0.11111111111111112, 0.16666666666666669]","[0.22222222222222224, 0.22222222222222224, 0.22222222222222224, 0.16666666666666669, 0.22222222222222224]","[0.22222222222222227, 0.22222222222222227, 0.22222222222222227, 0.16666667166666668, 0.22222222222222227]","[0.22222222222222227, 0.22222222222222227, 0.2222222122222222, 0.16666665266666664, 0.22222221322222224]","[0.2222222222222222, 0.22222222222222224, 0.22222222222222224, 0.2222222222222222, 0.22222222222222224]"
E,r,E,879,r,E,E,r,E,r,r,E,r
"[0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.1111111111111111, 0.1944444194444423]","[0.22222221793650804, 0.22222221793650804, 0.2222222372222219, 0.18518518804232795, 0.22222221793650804]","[0.1851851851851852, 0.2222222222222222, 0.2222222222222222, 0.1111111111111111, 0.1851851851851852]",880,"[0.22222221793650804, 0.22222221793650804, 0.2222222372222219, 0.13888889397817406, 0.21296299233796173]","[0.18518518804232795, 0.22222221793650804, 0.22222221793650804, 0.11111110896825402, 0.18518518804232795]","[0.22222221793650804, 0.22222221793650804, 0.22222221793650804, 0.11111110896825402, 0.13888889004960325]","[0.2222222222222222, 0.2222222222222222, 0.22222223222222287, 0.13888890388889039, 0.2222222222222222]","[0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.11111111111111116, 0.1388888838888884]","[0.2222222222222222, 0.2222222222222222, 0.2777777677777768, 0.13888890388889039, 0.2222222222222222]","[0.22222221793650804, 0.22222221793650804, 0.2777777800992065, 0.13888889397817406, 0.22222221793650804]","[0.22222221793650804, 0.22222221793650804, 0.22222221793650804, 0.11111110896825402, 0.18518518804232795]","[0.2222222222222222, 0.2222222222222222, 0.22222223222222287, 0.1851851851851852, 0.2222222222222222]"
"[0.20000004000000104, 0.20000004000000104, 0.20000004000000104, 0.1999998249999967, 0.19999993249999887]","[0.21212125212121252, 0.21212125212121252, 0.30303020303030254, 0.212121197121212, 0.21212125212121255]","[0.20000004000000104, 0.19999993249999887, 0.20000004000000104, 0.06666664666666615, 0.16666661666666538]",881,"[0.21212125212121252, 0.21212125212121252, 0.21212125212121252, 0.06565662898990003, 0.21212125212121252]","[0.21212125212121252, 0.212121197121212, 0.21212125212121252, 0.060606040606060514, 0.15151510151515127]","[0.21212125212121252, 0.21212125212121252, 0.16161610828282774, 0.040404027070706935, 0.20707066373737323]","[0.20000004000000104, 0.20000004000000104, 0.20000005500000015, 0.19999993249999887, 0.20000004000000104]","[0.20000004000000104, 0.20000004000000104, 0.17777771777777676, 0.04444442944444419, 0.19999993249999887]","[0.20000004000000104, 0.3555554355555535, 0.20000005500000015, 0.19999993249999887, 0.20000004000000104]","[0.21212125212121252, 0.3232322165656555, 0.21212125212121252, 0.20707066373737323, 0.21212125212121252]","[0.21212125212121252, 0.21212125212121252, 0.21212125212121252, 0.060606040606060514, 0.20707066373737323]","[0.20000004000000104, 0.20000004000000104, 0.33333323333333076, 0.19999993249999887, 0.20000004000000104]"
E,r,E,882,r,E,E,r,E,r,r,E,r
E,r,E,883,r,E,E,r,E,r,r,E,r
E,r,E,884,r,E,E,r,E,r,r,E,r
E,r,E,885,r,E,E,r,E,r,r,E,r
"[0.22222222547803588, 0.22222222129198976, 0.22222221082687443, 0.11111111273901794, 0.22222219059431175]","[0.22222222432748545, 0.2222222361695906, 0.22222222432748545, 0.2222221970906433, 0.22222222432748545]","[0.22222222547803588, 0.22222222547803588, 0.11111111948320546, 0.11111111273901794, 0.22222219059431175]",886,"[0.22222222432748545, 0.22222222432748545, 0.22222222432748545, 0.16666666824561407, 0.22222222432748545]","[0.22222222432748545, 0.22222222432748545, 0.1111111180847953, 0.11111111216374273, 0.2222221970906433]","[0.22222222432748545, 0.22222222432748545, 0.22222221485380095, 0.11111111216374273, 0.16666666824561407]","[0.22222222547803588, 0.22222222129198976, 0.22222222547803588, 0.1111111476227421, 0.22222222547803588]","[0.22222222129198974, 0.22222222129198974, 0.22222221082687443, 0.11111111064599488, 0.16666666806201536]","[0.22222222129198974, 0.22222222129198976, 0.22222222129198974, 0.16666666806201536, 0.22222222547803588]","[0.22222222432748545, 0.22222222432748545, 0.22222222432748545, 0.16666666824561407, 0.22222222432748545]","[0.22222222432748545, 0.22222222432748545, 0.22222221485380095, 0.1666666315350874, 0.2222221970906433]","[0.22222222547803588, 0.2222222389664109, 0.22222222547803588, 0.22222219059431175, 0.22222222547803588]"
"[0.22222220888888944, 0.1111111269444438, 0.1111111119444444, 0.11111110444444472, 0.2222222013888897]","[0.25, 0.25000000000000017, 0.25, 0.2500000129017856, 0.25]","[0.22222220888888944, 0.1111111269444438, 0.11111111194444441, 0.11111110444444472, 0.2222222013888897]",887,"[0.25, 0.25000000000000017, 0.25, 0.2500000129017856, 0.25]","[0.25, 0.125, 0.12499999999999986, 0.125, 0.25]","[0.25, 0.125, 0.12500000000000008, 0.125, 0.25]","[0.2222222538888876, 0.22222222388888882, 0.22222220888888944, 0.2222222013888897, 0.2222222088888895]","[0.22222220888888944, 0.1111111269444438, 0.1111111119444444, 0.11111110444444472, 0.2222222013888897]","[0.2222222538888876, 0.22222222388888882, 0.22222220888888944, 0.2222222013888897, 0.2222222088888895]","[0.25, 0.25000000000000017, 0.25, 0.2500000129017856, 0.25]","[0.25, 0.125, 0.12499999999999986, 0.125, 0.25]","[0.2222222538888876, 0.22222222388888882, 0.22222220888888944, 0.2222222013888897, 0.22222220888888944]"
E,r,E,888,r,E,E,r,E,r,r,E,r
"[0.22222220722222152, 0.22222220722222152, 0.1111111111111111, 0.11111111611111135, 0.22222220222222167]","[0.22222222422222226, 0.22222222422222226, 0.22222222422222226, 0.22222222422222226, 0.22222222422222226]","[0.22222220722222152, 0.22222220722222152, 0.1111111111111111, 0.11111111611111135, 0.22222220222222167]",889,"[0.22222222422222226, 0.22222222422222226, 0.22222222422222226, 0.22222222422222226, 0.22222222422222226]","[0.22222222422222226, 0.22222221522222219, 0.1111111121111111, 0.11111111211111113, 0.22222222422222226]","[0.22222222422222226, 0.22222221522222219, 0.11111111211111113, 0.11111111211111113, 0.22222222422222226]","[0.22222220722222152, 0.2222222222222222, 0.2222222322222227, 0.22222220722222152, 0.2222222222222222]","[0.2222222222222222, 0.22222220722222152, 0.1111111111111111, 0.11111111611111135, 0.2222222222222222]","[0.2222222222222222, 0.2222222222222222, 0.2222222322222227, 0.2222222222222222, 0.2222222222222222]","[0.22222222422222226, 0.22222222422222226, 0.22222222422222226, 0.22222222422222226, 0.22222222422222226]","[0.22222222422222226, 0.22222221522222219, 0.1111111121111111, 0.11111111211111113, 0.22222222422222226]","[0.22222220722222152, 0.2222222222222222, 0.2222222322222227, 0.22222220722222152, 0.2222222222222222]"
E,r,E,890,r,E,E,r,E,r,r,E,r
E,r,E,891,r,E,E,r,E,r,r,E,r
E,r,E,892,r,E,E,r,E,r,r,E,r
E,r,E,893,r,E,E,r,E,r,r,E,r
E,r,E,894,r,E,E,r,E,r,r,E,r
"[0.22222220822222222, 0.2222222262222222, 0.1111111131111111, 0.11111110711111112, 0.2222222142222221]","[0.2222222255555556, 0.2222222255555556, 0.22222222555555562, 0.2222222255555556, 0.22222221805555556]","[0.22222220822222222, 0.2222222262222222, 0.1111111131111111, 0.11111110711111112, 0.2222222142222221]",895,"[0.2222222255555556, 0.2222222255555556, 0.22222222555555562, 0.2222222255555556, 0.22222221805555556]","[0.22222221805555556, 0.22222221805555556, 0.1111111127777778, 0.1111111127777778, 0.22222221805555556]","[0.22222221805555556, 0.22222221805555556, 0.1111111127777778, 0.11111111277777781, 0.22222221805555556]","[0.2222222262222222, 0.22222222622222232, 0.2222222142222221, 0.22222220822222222, 0.2222222262222222]","[0.22222220822222222, 0.2222222262222222, 0.1111111131111111, 0.11111110711111112, 0.2222222142222221]","[0.2222222262222222, 0.2222222262222222, 0.22222221422222224, 0.22222220822222222, 0.2222222262222222]","[0.2222222255555556, 0.2222222255555556, 0.22222222555555562, 0.2222222255555556, 0.22222221805555556]","[0.22222221805555556, 0.22222221805555556, 0.1111111127777778, 0.1111111127777778, 0.22222221805555556]","[0.2222222262222222, 0.22222222622222232, 0.2222222142222221, 0.22222220822222222, 0.2222222262222222]"
